START_DT;END_DT;CLIENT_NAME;YEAR_BIRTH;CLIENT_ID
2016-11-10;2999-12-31;Ravyn;1984;1824
2016-11-11;2999-12-31;Raylin;1984;680
2016-11-12;2999-12-31;Rynlee;1984;3858
2016-11-13;2999-12-31;Ryver;1984;1189
2016-11-14;2999-12-31;Tasneem;1984;1141
2016-11-15;2999-12-31;Zariya;1984;942
2016-11-16;2999-12-31;Abbigail;1984;2154
2016-11-17;2999-12-31;Adella;1984;3720
2016-11-18;2999-12-31;Anali;1984;4248
2016-11-19;2999-12-31;Analy;1984;2530
2016-11-20;2999-12-31;Annaleah;1984;4591
2016-11-21;2999-12-31;Austen;1984;3549
2016-11-22;2999-12-31;Azuri;1984;1695
2016-11-23;2999-12-31;Bliss;1984;2987
2016-11-24;2999-12-31;Blossom;1984;2493
2016-11-25;2999-12-31;Chasity;1984;3080
2016-11-26;2999-12-31;Collette;1984;4047
2016-11-27;2999-12-31;Evana;1984;3377
2016-11-28;2999-12-31;Ezlyn;1984;4141
2016-11-29;2999-12-31;Goldy;1984;1066
2016-11-30;2999-12-31;Gwenivere;1984;916
2016-12-01;2999-12-31;Janna;1984;4755
2016-12-02;2999-12-31;Katana;1984;4637
2016-12-03;2999-12-31;Kensleigh;1984;4472
2016-12-04;2999-12-31;Laina;1984;2826
2016-12-05;2999-12-31;Lively;1984;4467
2016-12-06;2999-12-31;Lourdes;1984;4338
2016-12-07;2999-12-31;Lynette;1984;4951
2016-12-08;2999-12-31;Manha;1984;4972
2016-12-09;2999-12-31;Mason;1984;2124
2016-12-10;2999-12-31;Mirabelle;1984;4615
2016-12-11;2999-12-31;Nailea;1984;2487
2016-12-12;2999-12-31;Paizlee;1984;3743
2016-12-13;2999-12-31;Quinley;1984;4727
2016-12-14;2999-12-31;Raelee;1984;2560
2016-12-15;2999-12-31;Sunshine;1984;4887
2016-12-16;2999-12-31;Yocheved;1984;1875
2016-12-17;2999-12-31;Alea;1984;1014
2016-12-18;2999-12-31;Camari;1984;4176
2016-12-19;2999-12-31;Charleston;1984;1783
2016-12-20;2999-12-31;Eevee;1984;127
2016-12-21;2999-12-31;Joanne;1984;614
2016-12-22;2999-12-31;Journii;1984;4278
2016-12-23;2999-12-31;Maira;1984;895
2016-12-24;2999-12-31;Nahomi;1984;3729
2016-12-25;2999-12-31;Nayomi;1984;3385
2016-12-26;2999-12-31;Rooney;1984;363
2016-12-27;2999-12-31;Shaina;1984;729
2016-12-28;2999-12-31;Sparrow;1984;4273
2016-12-29;2999-12-31;Thyri;1984;2399
2016-12-30;2999-12-31;Uma;1984;2410
2016-12-31;2999-12-31;Xareni;1984;234
2017-01-01;2999-12-31;Aditi;1984;784
2017-01-02;2999-12-31;Aeris;1984;2747
2012-10-29;2023-03-03;Amaryllis;1969;3803
2012-10-30;2023-03-03;Amore;1969;4792
2012-10-31;2023-03-03;Amyrah;1969;3213
2012-11-01;2023-03-03;Anari;1969;4646
2012-11-02;2023-03-03;Ani;1969;4879
2012-11-03;2023-03-03;Aster;1969;2465
2012-11-04;2023-03-03;Aveline;1969;2496
2012-11-05;2023-03-03;Averly;1969;488
2012-11-06;2023-03-03;Betsy;1969;4512
2012-11-07;2023-03-03;Cairo;1969;2828
2023-01-01;2023-04-01;Cattaleya;2000;233
2023-01-01;2023-04-01;Cedar;2000;4065
2023-01-01;2023-04-01;Desirae;2000;348
2023-01-01;2023-04-01;Eliyah;2000;2821
2023-01-01;2023-04-01;Emmersyn;2000;2859
2023-01-01;2023-04-01;Fabiola;2000;3324
2023-01-01;2023-04-01;Fallyn;2000;1369
2023-01-01;2023-04-01;Harmonee;2000;2305
2023-01-01;2023-04-01;Hayleigh;2000;1033
2023-01-01;2023-04-01;Haylen;2000;2429
2023-01-01;2023-04-01;Hennessy;2000;4048
2023-01-01;2023-04-01;James;2000;325
2023-01-01;2023-04-01;Janiah;2000;726
2023-01-01;2023-04-01;Jeanette;2000;904
2023-01-01;2023-04-01;Jesse;2000;3133
2023-01-01;2023-04-01;Kaiah;2000;4017
2023-01-01;2023-04-01;Kamani;2000;1550
2023-01-01;2023-04-01;Lavinia;2000;3259
2023-01-01;2023-04-01;Lynn;2000;2274
2023-01-01;2023-04-01;Sonja;2000;2704
2023-01-01;2023-04-01;Tracy;2000;3576
2023-01-01;2023-04-01;Ulani;2000;1101
2023-01-01;2023-04-01;Zaylah;2000;1441
2023-01-01;2023-04-01;Zenaida;2000;3054
2023-01-01;2023-04-01;Aalayah;2000;2311
2023-01-01;2023-04-01;Abilene;2000;3899
2023-01-01;2023-04-01;Aminata;2000;4986
2023-01-01;2023-04-01;Azlynn;2000;3625
2023-01-01;2023-04-01;Berkleigh;2000;321
2023-01-01;2023-04-01;Bridgette;2000;2048
2023-01-01;2023-04-01;Brynnleigh;2000;4003
2023-01-01;2023-04-01;Cambree;2000;4969
2023-01-01;2023-04-01;Cassia;2000;3182
2023-01-01;2023-04-01;Elianny;2000;119
2023-01-01;2023-04-01;Ezri;2000;1169
2023-01-01;2023-04-01;Havyn;2000;1481
2023-01-01;2023-04-01;Hosanna;2000;1950
2023-01-01;2023-04-01;Hudsyn;2000;4782
2023-01-01;2023-04-01;Indi;2000;2498
2023-01-01;2023-04-01;Iona;2000;1989
2010-04-22;2023-04-10;Joella;1948;4621
2010-04-22;2023-04-11;Joi;1948;2482
2010-04-22;2023-04-12;Karly;1948;1714
2010-04-22;2023-04-13;Kendal;1948;2249
2010-04-22;2023-04-14;Kyah;1948;4328
2010-04-22;2023-04-15;Liora;1948;3227
2017-02-28;2999-12-31;Lynnlee;1985;2090
2017-03-01;2999-12-31;Lyrica;1985;2032
2017-03-02;2999-12-31;Mahira;1985;864
2017-03-03;2999-12-31;Marianne;1985;100
2017-03-04;2999-12-31;Melodi;1985;2053
2017-03-05;2999-12-31;Miliana;1985;1377
2017-03-06;2999-12-31;Naira;1985;4216
2017-03-07;2999-12-31;Nika;1985;350
2017-03-08;2999-12-31;Nikki;1985;2807
2017-03-09;2999-12-31;Philippa;1985;1337
2017-03-10;2999-12-31;Rey;1985;848
2017-03-11;2999-12-31;Zamiyah;1985;4365
2017-03-12;2999-12-31;Adalind;1985;1628
2017-03-13;2999-12-31;Alyana;1985;4870
2017-03-14;2999-12-31;Ariyanna;1985;367
2017-03-15;2999-12-31;Atlee;1985;3494
2017-03-16;2999-12-31;Azra;1985;3247
2017-03-17;2999-12-31;Brady;1985;702
2017-03-18;2999-12-31;Chany;1985;46
2017-03-19;2999-12-31;Ciana;1985;1921
2017-03-20;2999-12-31;Ellena;1985;3346
2017-03-21;2999-12-31;Ellington;1985;3112
2017-03-22;2999-12-31;Huntley;1985;673
2017-03-23;2999-12-31;Jameson;1985;3447
2017-03-24;2999-12-31;Jaqueline;1985;3723
2017-03-25;2999-12-31;Jariyah;1985;3177
2017-03-26;2999-12-31;Kaidence;1985;1296
2017-03-27;2999-12-31;Kaleia;1985;4926
2017-03-28;2999-12-31;Koi;1985;4149
2017-03-29;2999-12-31;Larkin;1985;1138
2017-03-30;2999-12-31;Layah;1985;1601
2017-03-31;2999-12-31;Marta;1985;2412
2017-04-01;2999-12-31;Mei;1985;564
2017-04-02;2999-12-31;Melodie;1985;4860
2017-04-03;2999-12-31;Oaklie;1985;339
2017-04-04;2999-12-31;Reilly;1985;2550
2017-04-05;2999-12-31;Vianna;1985;4865
2017-04-06;2999-12-31;Zayah;1985;2354
2017-04-07;2999-12-31;Afton;1985;1483
2017-04-08;2999-12-31;Alayiah;1985;3156
2017-04-09;2999-12-31;Alyanna;1985;989
2017-04-10;2999-12-31;Anaisha;1985;4340
2017-04-11;2999-12-31;Antoinette;1985;4849
2017-04-12;2999-12-31;Arwa;1985;1454
2017-04-13;2999-12-31;Aubriana;1985;4186
2017-04-14;2999-12-31;Blakley;1985;1334
2017-04-15;2999-12-31;Bobbi;1985;591
2017-04-16;2999-12-31;Candace;1985;3293
2017-04-17;2999-12-31;Caydence;1985;2813
2017-04-18;2999-12-31;Clarity;1985;2973
2017-04-19;2999-12-31;Colleen;1985;1520
2017-04-20;2999-12-31;Dakotah;1985;216
2017-04-21;2999-12-31;Devora;1985;2619
2017-04-22;2999-12-31;Elli;1985;4397
2017-04-23;2999-12-31;Janylah;1985;2860
2017-04-24;2999-12-31;Joana;1985;3701
2017-04-25;2999-12-31;Junie;1985;3569
2017-04-26;2999-12-31;Keidy;1985;4686
2017-04-27;2999-12-31;Klani;1985;4194
2017-04-28;2999-12-31;Mayzie;1985;2995
2017-04-29;2999-12-31;Meher;1985;4323
2017-04-30;2999-12-31;Nava;1985;317
2017-05-01;2999-12-31;Railynn;1985;868
2017-05-02;2999-12-31;Roxy;1985;1215
2017-05-03;2999-12-31;Runa;1985;3472
2017-05-04;2999-12-31;Ryley;1985;4562
2017-05-05;2999-12-31;Saraya;1985;2789
2017-05-06;2999-12-31;Skarlett;1985;1422
2017-05-07;2999-12-31;Theo;1985;2565
2017-05-08;2999-12-31;Victory;1985;3617
2017-05-09;2999-12-31;Yulissa;1986;616
2017-05-10;2999-12-31;Aella;1986;3153
2017-05-11;2999-12-31;Akari;1986;2019
2017-05-12;2999-12-31;Amen;1986;2988
2017-05-13;2999-12-31;Amyla;1986;3727
2017-05-14;2999-12-31;Avni;1986;1340
2017-05-15;2999-12-31;Brixley;1986;3466
2017-05-16;2999-12-31;Charlette;1986;4919
2017-05-17;2999-12-31;Eimy;1986;2939
2017-05-18;2999-12-31;Esty;1986;3974
2016-08-08;2023-04-15;Hayzel;1983;1209
2016-08-09;2023-04-15;Imogene;1983;2819
2016-08-10;2023-04-15;Isela;1983;519
2016-08-11;2023-04-15;Juanita;1983;4025
2016-08-12;2023-04-15;Kahlia;1983;3388
2016-08-13;2023-04-15;Kamiah;1983;703
2016-08-14;2023-04-15;Kaoir;1983;3753
2016-08-15;2023-04-15;Kayley;1983;3145
2016-08-16;2023-04-15;Kennadi;1983;2929
2016-08-17;2023-04-15;Laci;1983;1820
2016-08-18;2023-04-15;Lainee;1983;3859
2016-08-19;2023-04-15;Mahlani;1983;1180
2016-08-20;2023-04-15;Makinley;1983;2303
2016-08-21;2023-04-15;Minnie;1983;3300
2016-08-22;2023-04-15;Nomi;1983;3295
2016-08-23;2023-04-15;Payson;1983;3422
2016-08-24;2023-04-15;Pessy;1983;4291
2016-08-25;2023-04-15;Polly;1983;15
2016-08-26;2023-04-15;Porter;1983;3088
2016-08-27;2023-04-15;Rhema;1983;463
2016-08-28;2023-04-15;Rileigh;1983;1567
2016-08-29;2023-04-15;Riverlyn;1983;2130
2016-08-30;2023-04-15;Riyah;1983;2521
2016-08-31;2023-04-15;Rosella;1983;2590
2016-09-01;2023-04-15;Samirah;1983;1054
2016-09-02;2023-04-15;Savanah;1983;3861
2016-09-03;2023-04-15;Selma;1983;3907
2016-09-04;2023-04-15;Tamar;1983;2852
2016-09-05;2023-04-15;Teyana;1983;4841
2016-09-06;2023-04-15;Winslow;1983;1661
2017-01-03;2023-04-15;Yatziri;1984;3962
2017-01-04;2023-04-15;Zaila;1984;2192
2017-01-05;2023-04-15;Zayleigh;1984;39
2017-01-06;2023-04-15;Adria;1984;73
2017-01-07;2023-04-15;Alayla;1984;219
2017-01-08;2023-04-15;Alyse;1984;3184
2017-01-09;2023-04-15;Analiah;1984;3
2017-01-10;2023-04-15;Ania;1984;920
2017-01-11;2023-04-15;Aubreigh;1984;922
2017-01-12;2023-04-15;Auria;1984;3519
2017-06-28;2999-12-31;Azura;1986;2723
2017-06-29;2999-12-31;Baileigh;1986;3283
2017-06-30;2999-12-31;Bethel;1986;718
2017-07-01;2999-12-31;Brigitte;1986;485
2017-07-02;2999-12-31;Bryce;1986;3992
2017-07-03;2999-12-31;Camiyah;1986;1227
2017-07-04;2999-12-31;Dalani;1986;2040
2017-07-05;2999-12-31;Eira;1986;2328
2017-07-06;2999-12-31;Emryn;1986;4674
2017-07-07;2999-12-31;Faiga;1986;1007
2017-07-08;2999-12-31;Gladys;1986;4421
2017-07-09;2999-12-31;Goddess;1986;1967
2017-07-10;2999-12-31;Haniya;1986;4214
2017-07-11;2999-12-31;Island;1986;2088
2017-07-12;2999-12-31;Ivette;1986;4635
2017-07-13;2999-12-31;Jiselle;1986;1593
2017-07-14;2999-12-31;Kaiyah;1986;4339
2017-07-15;2999-12-31;Kayloni;1986;4385
2017-07-16;2999-12-31;Kendyl;1986;2280
2017-07-17;2999-12-31;Lulu;1986;1264
2017-07-18;2999-12-31;Madina;1986;498
2017-07-19;2999-12-31;Marlei;1986;4723
2017-07-20;2999-12-31;Miamor;1986;4743
2017-07-21;2999-12-31;Mishka;1986;3636
2017-07-22;2999-12-31;Nazareth;1986;2883
2017-07-23;2999-12-31;Nichole;1986;4765
2017-07-24;2999-12-31;Reva;1986;1801
2017-07-25;2999-12-31;Truth;1986;1956
2017-07-26;2999-12-31;Viktoria;1986;4801
2017-07-27;2999-12-31;Yana;1986;2474
2017-07-28;2999-12-31;Yelena;1986;4975
2017-07-29;2999-12-31;Acacia;1986;4063
2017-07-30;2999-12-31;Aletheia;1986;3098
2017-07-31;2999-12-31;Ami;1986;258
2017-08-01;2999-12-31;Avonlea;1986;2636
2017-08-02;2999-12-31;Brandi;1986;2749
2017-08-03;2999-12-31;Braylen;1986;3287
2017-08-04;2999-12-31;Damiyah;1986;2746
2017-08-05;2999-12-31;Elyssa;1986;3036
2017-08-06;2999-12-31;Esmee;1986;2935
2017-08-07;2999-12-31;Golda;1986;1409
2017-08-08;2999-12-31;Gretchen;1986;105
2017-08-09;2999-12-31;Heiress;1986;1855
2017-08-10;2999-12-31;Henny;1986;763
2017-08-11;2999-12-31;Irelyn;1986;18
2017-08-12;2999-12-31;Isley;1986;60
2017-08-13;2999-12-31;Jaci;1986;307
2017-08-14;2999-12-31;Jacie;1986;2659
2017-08-15;2999-12-31;Jamia;1986;2774
2017-08-16;2999-12-31;Justyce;1986;2231
2017-08-17;2999-12-31;Kaylanie;1986;2942
2017-08-18;2999-12-31;Kirby;1986;146
2017-08-19;2999-12-31;Kitana;1986;3398
2017-08-20;2999-12-31;Lexa;1986;1940
2017-08-21;2999-12-31;Maiya;1986;4650
2017-08-22;2999-12-31;Misk;1986;126
2017-08-23;2999-12-31;Nalah;1986;1299
2017-08-24;2999-12-31;Nyx;1987;3842
2017-08-25;2999-12-31;Rosanna;1987;2874
2017-08-26;2999-12-31;Ryla;1987;3297
2017-08-27;2999-12-31;Stacey;1987;4254
2017-08-28;2999-12-31;Adalyne;1987;161
2017-08-29;2999-12-31;Aleida;1987;38
2017-08-30;2999-12-31;Allisson;1987;3113
2017-08-31;2999-12-31;Aloni;1987;2508
2017-09-01;2999-12-31;Arlett;1987;1834
2017-09-02;2999-12-31;Avamarie;1987;4259
2017-09-03;2999-12-31;Avie;1987;2759
2017-09-04;2999-12-31;Bobbie;1987;1516
2017-09-05;2999-12-31;Carlota;1987;3502
2017-09-06;2999-12-31;Cayleigh;1987;2847
2017-09-07;2999-12-31;Cerenity;1987;2580
2017-09-08;2999-12-31;Daelyn;1987;676
2017-09-09;2999-12-31;Daniyah;1987;1750
2017-09-10;2999-12-31;Darlyn;1987;4559
2017-09-11;2999-12-31;Emree;1987;174
2017-09-12;2999-12-31;Giulietta;1987;4407
2017-09-13;2999-12-31;Irma;1987;4913
2017-09-14;2999-12-31;Katara;1987;4631
2017-09-15;2999-12-31;Kobe;1987;2743
2017-01-13;2023-04-15;Maleia;1984;1805
2017-01-14;2023-04-15;Nadiya;1984;3676
2017-01-15;2023-04-15;Naiomi;1984;4598
2017-01-16;2023-04-15;Nihira;1984;1981
2017-01-17;2023-04-15;Reverie;1984;4922
2017-01-18;2023-04-15;Scottlyn;1984;1617
2017-01-19;2023-04-15;Senna;1984;3777
2017-01-20;2023-04-15;Shyanne;1984;4201
2017-01-21;2023-04-15;Susannah;1984;4569
2017-01-22;2023-04-15;Yahaira;1984;86
2017-01-23;2023-04-15;Adaly;1984;1971
2017-01-24;2023-04-15;Aja;1984;251
2017-01-25;2023-04-15;Alyza;1984;592
2017-01-26;2023-04-15;Amoni;1984;3703
2017-01-27;2023-04-15;Anabel;1984;4651
2017-01-28;2023-04-15;Analeigh;1984;2199
2017-01-29;2023-04-15;Anayra;1984;425
2017-01-30;2023-04-15;Athalia;1984;451
2017-01-31;2023-04-15;Avila;1984;1856
2017-02-01;2023-04-15;Ayala;1984;420
2017-10-06;2999-12-31;Azariyah;1987;4190
2017-10-07;2999-12-31;Brylie;1987;4756
2017-10-08;2999-12-31;Coralie;1987;946
2017-10-09;2999-12-31;Draya;1987;4470
2017-10-10;2999-12-31;Elisheva;1987;3391
2017-10-11;2999-12-31;Elvira;1987;364
2017-10-12;2999-12-31;Emorie;1987;3022
2017-10-13;2999-12-31;Hayven;1987;3028
2017-10-14;2999-12-31;Hillary;1987;4362
2017-10-15;2999-12-31;Huxley;1987;3458
2017-10-16;2999-12-31;Issa;1987;3319
2017-10-17;2999-12-31;Jamilah;1987;2005
2017-10-18;2999-12-31;Kalena;1987;845
2017-10-19;2999-12-31;Koa;1987;2706
2017-10-20;2999-12-31;Kolbie;1987;2486
2017-10-21;2999-12-31;Kourtney;1987;1526
2017-10-22;2999-12-31;Laramie;1987;1702
2017-10-23;2999-12-31;Leana;1987;330
2017-10-24;2999-12-31;Lyrik;1987;175
2017-10-25;2999-12-31;Mayte;1987;479
2017-10-26;2999-12-31;Mehlani;1987;2646
2017-10-27;2999-12-31;Naliyah;1987;1035
2017-10-28;2999-12-31;Neva;1987;4139
2017-10-29;2999-12-31;Neve;1987;1058
2017-10-30;2999-12-31;Raelynne;1987;2300
2017-10-31;2999-12-31;Raiya;1987;1166
2017-11-01;2999-12-31;Rayven;1987;2133
2017-11-02;2999-12-31;Sahasra;1987;1479
2017-11-03;2999-12-31;Sumaya;1987;628
2017-11-04;2999-12-31;Swayze;1987;886
2017-11-05;2999-12-31;Vania;1987;3339
2017-11-06;2999-12-31;Zissy;1987;3453
2017-11-07;2999-12-31;Zoelle;1987;3812
2017-11-08;2999-12-31;Amaiya;1987;522
2017-11-09;2999-12-31;Ambar;1987;2904
2017-11-10;2999-12-31;Aniylah;1987;4546
2017-11-11;2999-12-31;Annalyse;1987;2652
2017-11-12;2999-12-31;Blakeley;1987;682
2017-11-13;2999-12-31;Brooks;1987;1222
2017-11-14;2999-12-31;Charis;1987;3839
2017-11-15;2999-12-31;Dayanara;1987;4060
2017-11-16;2999-12-31;Eliani;1987;492
2017-11-17;2999-12-31;Gizelle;1987;1010
2017-11-18;2999-12-31;Harmonii;1988;3765
2017-11-19;2999-12-31;Hera;1988;3282
2017-11-20;2999-12-31;Indya;1988;4156
2017-11-21;2999-12-31;Islah;1988;1254
2017-11-22;2999-12-31;Jania;1988;531
2017-11-23;2999-12-31;Jayleigh;1988;1964
2017-11-24;2999-12-31;Jennie;1988;3814
2017-11-25;2999-12-31;Kaislee;1988;2152
2017-11-26;2999-12-31;Katya;1988;1935
2017-11-27;2999-12-31;Korie;1988;884
2017-11-28;2999-12-31;Lariyah;1988;1655
2017-11-29;2999-12-31;Letti;1988;3952
2017-11-30;2999-12-31;Loyal;1988;3698
2017-12-01;2999-12-31;Maelani;1988;1119
2017-12-02;2999-12-31;Mai;1988;1405
2017-12-03;2999-12-31;Mylie;1988;3716
2017-12-04;2999-12-31;Nessa;1988;4431
2017-12-05;2999-12-31;Nyasia;1988;1511
2017-12-06;2999-12-31;Polina;1988;4634
2017-12-07;2999-12-31;Promyse;1988;3454
2017-12-08;2999-12-31;Razan;1988;4280
2017-12-09;2999-12-31;Rina;1988;439
2017-12-10;2999-12-31;Rorie;1988;4581
2017-12-11;2999-12-31;Rosabella;1988;1766
2017-12-12;2999-12-31;Roxanna;1988;4670
2017-12-13;2999-12-31;Royale;1988;578
2017-12-14;2999-12-31;Sakura;1988;2230
2017-12-15;2999-12-31;Sandy;1988;4916
2017-12-16;2999-12-31;Sofiya;1988;3867
2017-12-17;2999-12-31;Solei;1988;565
2017-12-18;2999-12-31;Talayah;1988;2397
2017-12-19;2999-12-31;Taniyah;1988;2700
2017-12-20;2999-12-31;Twyla;1988;2143
2017-12-21;2999-12-31;Tylee;1988;2196
2017-12-22;2999-12-31;Yasmina;1988;923
2017-12-23;2999-12-31;Zaryah;1988;3536
2017-12-24;2999-12-31;Alize;1988;4790
2017-02-02;2023-04-15;Anaira;1984;1504
2017-02-03;2023-04-15;Aris;1984;4872
2017-02-04;2023-04-15;Beau;1985;4684
2017-02-05;2023-04-15;Bexlee;1985;1270
2017-02-06;2023-04-15;Bradley;1985;731
2017-12-30;2999-12-31;Cesia;1988;4538
2017-12-31;2999-12-31;Divinity;1988;765
2018-01-01;2999-12-31;Elyza;1988;150
2018-01-02;2999-12-31;Halia;1988;1498
2018-01-03;2999-12-31;Hania;1988;1922
2018-01-04;2999-12-31;Huda;1988;4845
2018-01-05;2999-12-31;Israel;1988;4034
2018-01-06;2999-12-31;Izabela;1988;3316
2018-01-07;2999-12-31;Kalila;1988;4071
2018-01-08;2999-12-31;Kiersten;1988;4007
2018-01-09;2999-12-31;Kylani;1988;600
2018-01-10;2999-12-31;Livie;1988;3037
2018-01-11;2999-12-31;Lumi;1988;1448
2018-01-12;2999-12-31;Mahalia;1988;4878
2018-01-13;2999-12-31;Milla;1988;1763
2018-01-14;2999-12-31;Nohemi;1988;659
2018-01-15;2999-12-31;Olyvia;1988;4353
2018-01-16;2999-12-31;Rahaf;1988;514
2018-01-17;2999-12-31;Raizel;1988;1232
2018-01-18;2999-12-31;Zarina;1988;4324
2018-01-19;2999-12-31;Aahana;1988;3148
2018-01-20;2999-12-31;Adaya;1988;907
2018-01-21;2999-12-31;Ariyana;1988;3124
2018-01-22;2999-12-31;Aylen;1988;4299
2018-01-23;2999-12-31;Berlin;1988;1493
2018-01-24;2999-12-31;Brilynn;1988;2207
2018-01-25;2999-12-31;Caeli;1988;4150
2018-01-26;2999-12-31;Danyla;1988;2595
2018-01-27;2999-12-31;Fannie;1988;2136
2018-01-28;2999-12-31;Giavonna;1988;282
2018-01-29;2999-12-31;Haisleigh;1988;2208
2018-01-30;2999-12-31;Hiba;1988;3057
2018-01-31;2999-12-31;Irha;1988;2600
2018-02-01;2999-12-31;Izzabella;1988;2223
2018-02-02;2999-12-31;Jaime;1988;822
2018-02-03;2999-12-31;Kami;1988;262
2018-02-04;2999-12-31;Klaire;1988;3203
2018-02-05;2999-12-31;Lake;1988;4228
2018-02-06;2999-12-31;Lark;1989;4205
2018-02-07;2999-12-31;Mailani;1989;2605
2018-02-08;2999-12-31;Marlena;1989;2971
2018-02-09;2999-12-31;Moxie;1989;2315
2018-02-10;2999-12-31;Natali;1989;4825
2018-02-11;2999-12-31;Nature;1989;3231
2018-02-12;2999-12-31;Niomi;1989;2382
2018-02-13;2999-12-31;Niylah;1989;1885
2018-02-14;2999-12-31;Novalie;1989;3280
2018-02-15;2999-12-31;Olga;1989;2161
2018-02-16;2999-12-31;Raniyah;1989;721
2018-02-17;2999-12-31;Rhoda;1989;979
2018-02-18;2999-12-31;Rilyn;1989;3029
2018-02-19;2999-12-31;Rosaline;1989;349
2018-02-20;2999-12-31;Sahily;1989;4393
2018-02-21;2999-12-31;Sanvi;1989;1259
2018-02-22;2999-12-31;Sayler;1989;2921
2018-02-23;2999-12-31;Scotland;1989;2350
2018-02-24;2999-12-31;Siara;1989;4641
2018-02-25;2999-12-31;Snow;1989;1253
2018-02-26;2999-12-31;Sunni;1989;2334
2018-02-27;2999-12-31;Veera;1989;2415
2018-02-28;2999-12-31;Zamara;1989;359
2018-03-01;2999-12-31;Aaliya;1989;948
2018-03-02;2999-12-31;Aariyah;1989;1954
2018-03-03;2999-12-31;Adelaida;1989;4700
2018-03-04;2999-12-31;Adhara;1989;2290
2018-03-05;2999-12-31;Alaura;1989;1137
2018-03-06;2999-12-31;Aseel;1989;4583
2018-03-07;2999-12-31;Astraea;1989;1462
2018-03-08;2999-12-31;Atalia;1989;4640
2018-03-09;2999-12-31;Ayzel;1989;2128
2018-03-10;2999-12-31;Azora;1989;3051
2018-03-11;2999-12-31;Cailyn;1989;1269
2018-03-12;2999-12-31;Colby;1989;647
2018-03-13;2999-12-31;Dolores;1989;2975
2018-03-14;2999-12-31;Emiko;1989;3950
2018-03-15;2999-12-31;Emri;1989;248
2018-03-16;2999-12-31;Hazely;1989;2823
2018-03-17;2999-12-31;Idalia;1989;3401
2018-03-18;2999-12-31;Ilah;1989;4057
2017-02-07;2023-04-15;Ily;1985;4113
2017-02-08;2023-04-15;Joann;1985;4785
2017-02-09;2023-04-15;Kaitlynn;1985;220
2017-02-10;2023-04-15;Kamia;1985;358
2017-02-11;2023-04-15;Kelsea;1985;2754
2017-02-12;2023-04-15;Kelsi;1985;1097
2017-02-13;2023-04-15;Keylani;1985;2772
2017-02-14;2023-04-15;Kimani;1985;1276
2017-02-15;2023-04-15;Kirsten;1985;3751
2017-02-16;2023-04-15;Lili;1985;3173
2017-02-17;2023-04-15;Manal;1985;1145
2017-02-18;2023-04-15;Mariama;1985;3782
2017-02-19;2023-04-15;Moana;1985;2758
2017-02-20;2023-04-15;Navaeh;1985;4153
2017-02-21;2023-04-15;Orla;1985;4788
2017-02-22;2023-04-15;Suzette;1985;3016
2017-02-23;2023-04-15;Truly;1985;933
2017-02-24;2023-04-15;Tziporah;1985;1238
2018-04-06;2999-12-31;Vaani;1989;1164
2018-04-07;2999-12-31;Yeimy;1989;2712
2018-04-08;2999-12-31;Ysabella;1989;1390
2018-04-09;2999-12-31;Adalynne;1989;3073
2018-04-10;2999-12-31;Adelyne;1989;2181
2018-04-11;2999-12-31;Aela;1989;805
2018-04-12;2999-12-31;Ailee;1989;2783
2018-04-13;2999-12-31;Amori;1989;4815
2018-04-14;2999-12-31;Arina;1989;3848
2018-04-15;2999-12-31;Bea;1989;3421
2018-04-16;2999-12-31;Bianka;1989;4925
2018-04-17;2999-12-31;Catalaya;1989;897
2018-04-18;2999-12-31;Delainey;1989;3804
2018-04-19;2999-12-31;Gabby;1989;4348
2018-04-20;2999-12-31;Haleigh;1989;996
2018-04-21;2999-12-31;Ishani;1989;4943
2018-04-22;2999-12-31;Jennah;1989;2094
2018-04-23;2999-12-31;Kior;1989;3169
2018-04-24;2999-12-31;Koda;1989;3909
2018-04-25;2999-12-31;Kristine;1989;2458
2018-04-26;2999-12-31;Lakely;1990;3337
2018-04-27;2999-12-31;Legend;1990;3994
2018-04-28;2999-12-31;Leigha;1990;284
2018-04-29;2999-12-31;Lou;1990;2931
2018-04-30;2999-12-31;Maja;1990;1699
2018-05-01;2999-12-31;Mallorie;1990;1043
2018-05-02;2999-12-31;Marnie;1990;509
2018-05-03;2999-12-31;Nylani;1990;2694
2018-05-04;2999-12-31;Rhys;1990;3464
2018-05-05;2999-12-31;Safia;1990;3667
2018-05-06;2999-12-31;Sariya;1990;4175
2018-05-07;2999-12-31;Sima;1990;2057
2018-05-08;2999-12-31;Tanvi;1990;2631
2018-05-09;2999-12-31;Taraji;1990;2961
2018-05-10;2999-12-31;Violett;1990;3338
2018-05-11;2999-12-31;Weslie;1990;4749
2018-05-12;2999-12-31;Wrenn;1990;3437
2018-05-13;2999-12-31;Yolanda;1990;4547
2018-05-14;2999-12-31;Zailey;1990;3067
2018-05-15;2999-12-31;Alonna;1990;4494
2018-05-16;2999-12-31;Amaiah;1990;2297
2018-05-17;2999-12-31;Aziza;1990;1477
2018-05-18;2999-12-31;Bodhi;1990;735
2018-05-19;2999-12-31;Bryar;1990;449
2018-05-20;2999-12-31;Cameran;1990;1693
2018-05-21;2999-12-31;Connie;1990;648
2018-05-22;2999-12-31;Easton;1990;2476
2018-05-23;2999-12-31;Eleonora;1990;170
2018-05-24;2999-12-31;Eliyana;1990;274
